id_nom;cd_nom;cd_ref;nom_francais;comments;cd_nom_remplacement;commentaire_disparition;deleted;tmp_import
23487;101747;101747;Épervière faux Buplèvre;;;cd_nom à supprimer : enregistrement ambigü à revoir dans les données.;t;
