regne,group1_inpn,group2_inpn,i_cd_ref,i_cd_nom_list,i_nom_valid,i_nb_cd_nom,f_cd_ref,f_cd_nom_list,f_nom_valid,f_nb_cd_nom,att_list,att_nb,media_nb,grappe_change,action,cas
Fungi,Ascomycètes,Lichens,660135,[660135],"Caloplaca chrysodeta (Vain.) Dombr., 1970",1,1051920,[660135],"Leproplaca chrysodeta (Vain.) J.R.Laundon ex Ahti, 2015",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,56573,[56573],"Moelleropsis nebulosa (Hoffm.) Gyeln., 1940",1,980485,[56573],"Fuscopannaria nebulosa (Hoffm.) E.Tripp & Lendemer, 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66154,"[66154, 971819]","Chorthippus saulcyi daimei (Azam, 1893)",2,971819,"[66154, 971819]","Gomphocerippus saulcyi daimei (Azam, 1893)",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66133,[66133],"Chorthippus pullus (Philippi, 1830)",1,971762,[66133],"Gomphocerippus pullus (Philippi, 1830)",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660096,[660096],"Caloplaca ora Poelt & Nimis, 1987",1,1042461,[660096],"Flavoplaca ora (Poelt & Nimis) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,653959,[653959],"Strigula taylorii (Carroll ex Nyl.) R.C.Harris, 1980",1,1042392,[653959],"Dichoporis taylorii (Carroll ex Nyl.) S.H.Jiang, Lücking & Sérus., 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658686,[658686],"Toninia leptogii Timdal, 1991",1,1048598,[658686],"Thalloidima leptogii (Timdal) Timdal, 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,36282,[36282],"Inocybe cookei Bres., 1892",1,1043613,[36282],"Inosperma cookei (Bres.) Matheny & Esteve-Rav., 2019",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58583,[58583],"Lecanora agardhiana Ach., 1814",1,979692,[58583],"Polyozosia agardhiana (Ach.) S.Y.Kondr., Lőkös & Farkas, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Myriapodes,400706,[400706],"Geophilus alpinus Meinert, 1870",1,1046324,[400706],"Geophilus impressus C.L. Koch, 1847",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,245409,[245409],"Nemapogon granella (Linnaeus, 1758)",1,1050324,[245409],"Nemapogon granellus (Linnaeus, 1758)",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,717727,[717727],"Aloe striatula Haw., 1825",1,1050097,[717727],"Aloiampelos striatula (Haw.) Klopper & Gideon F.Sm., 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,445260,"[445260, 971766]","Chorthippus vagans vagans (Eversmann, 1848)",2,971766,"[445260, 971766]","Gomphocerippus vagans vagans (Eversmann, 1848)",2,,,8,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660093,[660093],"Caloplaca placidia (A.Massal.) J.Steiner, 1916",1,1044225,[660093],"Variospora placidia (A.Massal.) Cl.Roux, 2022",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658690,[658690],"Toninia athallina (Hepp) Timdal, 1991",1,57313,[658690],"Kiliasia athallina (Hepp) Hafellner, 1984",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,852882,[852882],"Steccherinum ochraceum (Pers. ex J.F.Gmel.) Gray, 1821",1,1046452,[852882],"Irpex ochraceus (Pers.ex J.F.Gmel.) Kotir. & Saaren., 2002",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,124415,[124415],"Sparganium oocarpum (Čelak.) Fritsch, 1909",1,141335,[124415],"Sparganium erectum subsp. oocarpum (Čelak.) Domin, 1935",1,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59333,[59333],"Caloplaca variabilis (Pers.) Müll.Arg., 1862",1,1043531,[59333],"Pyrenodesmia variabilis (Pers.) A.Massal., 1852",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,98958,[98958],"Freesia alba (G.L.Mey.) Gumbl., 1896",1,1051105,[98958],"Freesia leichtlinii subsp. alba (G.L.Mey.) J.C.Manning & Goldblatt, 2010",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,57794,[57794],"Cladonia cervicornis subsp. verticillata (Hoffm.) Ahti, 1980",1,664547,[57794],"Cladonia verticillata (Hoffm.) Schaer., 1823",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66136,[66136],"Chorthippus mollis (Charpentier, 1825)",1,971800,[66136],"Gomphocerippus mollis (Charpentier, 1825)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,116450,[116450],"Pulsatilla montana (Hoppe) Rchb., 1832",1,139520,[116450],"Pulsatilla pratensis subsp. montana (Hoppe) Nyman, 1878",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,896789,[896789],"Sphaleroptera alpicolana (Frölich, 1830)",1,814552,[896789],"Sphaleroptera occidentana Whitebread, 2006",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,36423,[36423],"Inocybe maculata Boud., 1885",1,1043639,[36423],"Inosperma maculatum (Boud.) Matheny & Esteve-Rav., 2019",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,1030259,"[66073, 1030259]","Arcyptera brevipennis kheili Azam, 1900",2,66073,"[66073, 1030259]","Arcyptera kheili Azam, 1900",2,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,659438,[659438],"Lichenostigma rugosum G.Thor, 1985",1,954506,[659438],"Lichenothelia rugosa (G.Thor) Ertz & Diederich, 2014",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660736,[660736],Xanthoparmelia pulla var. glabrans (Nyl.),1,660898,[660736],"Xanthoparmelia glabrans (Nyl.) O.Blanco, A.Crespo, Elix, D.Hawksw. & Lumbsch, 2004",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,913224,[913224],"Myriolecis albescens (Hoffm.) Śliwa, Zhao Xin & Lumbsch, 2015",1,979738,[913224],"Polyozosia albescens (Hoffm.) S.Y.Kondr., Lőkös & Farkas, 2019",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,718423,[718423],"Thesium linophyllon subsp. linophyllon L., 1753",1,126305,[718423],"Thesium linophyllon L., 1753",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Crustacés,544258,[544258],"Asellus (Asellus) aquaticus (Linnaeus, 1758)",1,18761,[544258],"Asellus aquaticus (Linnaeus, 1758)",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59587,[59587],"Teloschistes contortuplicatus (Ach.) Clauzade & Rondon, 1962",1,913207,[59587],"Seirophora contortuplicata (Ach.) Frödén, 2004",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,658668,[658668],"Trapelia glebulosa (Sm.) J.R.Laundon, 2005",1,1079820,[658668],"Gallowayiopsis glebulosa (Sm.) S.Y.Kondr., 2022",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,134666,[134666],"Ficaria verna subsp. grandiflora (Robert) Hayek, 1924",1,98649,[134666],"Ficaria grandiflora Robert, 1838",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,57969,[57969],"Lasallia pustulata (L.) Mérat, 1821",1,57917,[57969],"Umbilicaria pustulata (L.) Hoffm., 1791",1,,,10,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58407,[58407],"Aspicilia intermutans (Nyl.) Arnold, 1887",1,1052357,[58407],"Aspiciliella intermutans (Nyl.) M.Choisy, 1932",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66142,[66142],"Chorthippus biguttulus biguttulus (Linnaeus, 1758)",1,971798,[66142],"Gomphocerippus biguttulus biguttulus (Linnaeus, 1758)",1,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Bryophytes,Mousses,434189,[434189],"Didymodon australasiae (Hook. & Grev.) R.H.Zander, 1978",1,435814,[434189],"Trichostomopsis australasiae (Hook. & Grev.) H.Rob., 1970",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,110427,[110427],"Ophrys marmorata G.Foelsche & W.Foelsche, 1998",1,110712,[110427],"Ophrys subfusca (Rchb.f.) Hausskn., 1899",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,122872,[122872],"Serapias x semilingua E.G.Camus, Bergon & A.Camus, 1908",1,122875,[122872],"Serapias x todaroi Tineo, 1846",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66240,[66240],"Bohemanella frigida (Boheman, 1846)",1,66239,[66240],"Melanoplus frigidus (Boheman, 1846)",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,139772,[139772],"Ranunculus peltatus subsp. peltatus Schrank, 1789",1,117164,[139772],"Ranunculus peltatus Schrank, 1789",1,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,249847,[249847],"Pardoxia graellsi (Feisthamel, 1837)",1,458357,[249847],"Pardoxia graellsii (Feisthamel, 1837)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Mollusques,Gastéropodes,163098,[163098],"Discus rotundatus rotundatus (O.F. Müller, 1774)",1,1044195,[163098],"Gonyodiscus rotundatus rotundatus (O.F. Müller, 1774)",1,,,6,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660303,[660303],Aspicilia coronata (A.Massal.) Anzi,1,1049672,[660303],"Circinaria coronata (A.Massal.) Wirth, Hauck & M.Schultz, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,130802,[130802],"Aconitum variegatum subsp. paniculatum (Arcang.) Negodi, 1944",1,130762,[130802],"Aconitum degenii subsp. paniculatum (Arcang.) Mucher, 1993",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66149,[66149],"Chorthippus saulcyi (Krauss, 1888)",1,971809,[66149],"Gomphocerippus saulcyi (Krauss, 1888)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,969593,[969593],Vitis riparia x Vitis vinifera ,1,1078349,[969593],"Vitis x bacoi Ardenghi, Galasso & Banfi, 2015",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,20219,[20219],"Aedes detritus (Haliday, 1833)",1,225113,[20219],"Ochlerotatus detritus (Haliday, 1833)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Bryophytes,Mousses,5289,[5289],"Didymodon luridus Hornsch., 1827",1,1078938,[5289],"Geheebia lurida (Hornsch. ex Spreng.) J.A.Jiménez & M.J.Cano, 2021",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,241105,[241105],"Tibicina tomentosa (Olivier, 1791)",1,241103,[241105],"Tibicina picta (Fabricius, 1794)",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,81605,[81605],"Aloe x principis (Haw.) Stearn, 1938",1,1049898,[81605],"Aloe x caesia Salm-Dyck, 1817",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,139770,[139770],"Ranunculus peltatus subsp. baudotii (Godr.) Meikle ex C.D.K.Cook, 1984",1,116941,[139770],"Ranunculus baudotii Godr., 1840",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,41408,[41408],"Antrodia albida (Fr.) Donk, 1966",1,41415,[41408],"Antrodia heteromorpha (Fr.) Donk, 1966",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,995415,[995415],"Clitocella mundula (Lasch) Kluting, T.J.Baroni & Bergemann, 2014",1,1046185,[995415],"Lulesia mundula (Lasch) T.J.Baroni, N.Niveiro & B.E.Lechner, 2023",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59528,[59528],"Caloplaca marina (Wedd.) Zahlbr., 1921",1,977873,[59528],"Flavoplaca marina (Wedd.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,104362,[104362],"Juncus trifidus L., 1753",1,1051137,[104362],"Oreojuncus trifidus (L.) Záv.Drábk. & Kirschner, 2013",1,,,7,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,110495,[110495],"Ophrys vetula Risso, 1844",1,1053574,[110495],"Ophrys scolopax subsp. vetula (Risso) Kreutz, 2004",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58587,[58587],"Lecanora bandolensis B.de Lesd., 1954",1,1044381,[58587],"Polyozosia bandolensis (B.de Lesd.) S.Y.Kondr., Lőkös & Farkas, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59589,[59589],"Teloschistes villosus (Ach.) Norman, 1852",1,667129,[59589],"Seirophora villosa (Ach.) Frödén, 2004",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,245419,[245419],"Nemapogon falstriella (A. Bang-Haas, 1881)",1,1050330,[245419],"Nemapogon falstriellus (A. Bang-Haas, 1881)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Gymnospermes,789304,[789304],"Pinus brutia subsp. eldarica (Medw.) Nahal, 1962",1,718750,[789304],"Pinus brutia var. eldarica (Medw.) Silba, 1985",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59408,[59408],"Caloplaca holocarpa (Hoffm.) A.E.Wade, 1965",1,913197,[59408],"Athallia holocarpa (Hoffm.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58263,[58263],"Pertusaria excludens Nyl., 1885",1,1042774,[58263],"Lepra excludens (Nyl.) Hafellner, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,113321,[113321],"Physalis alkekengi L., 1753",1,81291,[113321],"Alkekengi officinarum Moench, 1802",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Arachnides,886853,[886853],"Typhlonesticus morisii (Brignoli, 1975)",1,1042727,[886853],"Typhlonesticus angelicus Isaia & Ribera, 2023",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,241107,[241107],"Stictocephala bisonia Kopp & Yonke, 1977",1,1047140,[241107],"Stictocephala alta (Walker, 1851)",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660132,[660132],"Caloplaca coronata (Kremp. ex Körb.) J.Steiner, 1919",1,977754,[660132],"Flavoplaca coronata (Kremp.ex Körb.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,659543,[659543],"Lecidea verrucariae Nyl., 1868",1,1048600,[659543],"Toninia verrucariae (Nyl.) Timdal, 1992",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,55912,[55912],"Ramonia chrysophaea (Pers.) Vězda, 1966",1,1078611,[55912],"Karstenia chrysophaea (Pers.) Coppins, Aptroot & P.F.Cannon, 2024",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,95823,[95823],"Egeria densa Planch., 1849",1,161057,[95823],"Elodea densa (Planch.) Casp., 1857",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Mollusques,Gastéropodes,163154,[163154],"Nesovitrea hammonis (Strøm, 1765)",1,791731,[163154],"Perpolita hammonis (Strøm, 1765)",1,,,4,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Arachnides,220240,[220240],"Chthonius vachoni Heurtault-Rossi, 1963",1,1053590,[220240],"Ephippiochthonius vachoni (Heurtault-Rossi, 1963)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59388,[59388],"Caloplaca necator Poelt & Clauzade, 1958",1,1042132,[59388],"Athallia necator (Poelt & Clauzade) Vondrák, Halıcı, Güllü & Demirel, 2016",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,659623,[659623],"Lecanora persimilis (Th.Fr.) Arnold, 1872",1,983040,[659623],"Polyozosia persimilis (Th.Fr.) S.Y.Kondr., Lőkös & Farkas, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,66140,"[66140, 971792]","Chorthippus brunneus brunneus (Thunberg, 1815)",2,971792,"[66140, 971792]","Gomphocerippus brunneus brunneus (Thunberg, 1815)",2,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660125,[660125],"Caloplaca diphyodes (Nyl.) Jatta, 1900",1,1046058,[660125],"Kuettlingeria diphyodes (Nyl.) Frolov & Vondrák, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,239560,[239560],"Bombus wurflenii Radoszkowski, 1859",1,407156,[239560],"Bombus mastrucatus Gerstäcker, 1869",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,55637,[55637],"Arthonia dispersa (Schrad.) Nyl., 1861",1,992763,[55637],"Naevia dispersa (Schrad.) Thiyagaraja, Lücking & K.D.Hyde, 2020",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,131756,[131756],"Asparagus officinalis subsp. officinalis L., 1753",1,84279,[131756],"Asparagus officinalis L., 1753",1,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,318860,[318860],"Chorthippus cialancensis Nadig, 1986",1,971788,[318860],"Gomphocerippus cialancensis (Nadig, 1986)",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59356,[59356],"Caloplaca citrina (Hoffm.) Th.Fr., 1861",1,977748,[59356],"Flavoplaca citrina (Hoffm.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,162252,[162252],"Anacamptis x gennarii (Rchb.f.) H.Kretzschmar, Eccarius & H.Dietr., 2007",1,1054113,[162252],"Anacamptis x nicodemi nothosubsp. nicodemi (Cirillo ex Ten.) B.Bock, 2012",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,969588,[969588],Vitis berlandieri x Vitis rupestris ,1,1078346,[969588],"Vitis x ruggerii Ardenghi, Galasso, Banfi & Lastrucci, 2014",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,659911,[659911],"Dactylospora parellaria (Nyl.) Arnold, 1877",1,978664,[659911],"Sclerococcum parellarium (Nyl.) Ertz & Diederich, 2018",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59313,[59313],"Fulgensia fulgida (Nyl.) Szatala, 1938",1,979203,[59313],"Gyalolechia fulgida (Nyl.) Søchting, Frödén & Arup, 2013",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,977139,[977139],"Circinaria contorta (Hoffm.) A.Nordin, Savić & Tibell, 2010",1,58428,[977139],"Aspicilia contorta (Hoffm.) Körb., 1855",1,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,58693,[58693],"Squamarina gypsacea (Sm.) Poelt, 1958",1,1053209,[58693],"Squamarina subcetrarioides (Zahlbr.) Y.Y.Zhang, 2023",1,,,5,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Autres,659314,[659314],Mycoporum antecellans (Nyl.) R. C. Harris,1,1052176,[659314],"Mycoporum antecellens (Nyl.) R.C.Harris, 1995",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59352,[59352],"Caloplaca ochracea (Schaer.) Flagey, 1886",1,666589,[59352],"Xanthocarpia ochracea (Schaer.) A.Massal. & De Not., 1853",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Arthropodes,Insectes,610431,[610431],"Parnassius mnemosyne ceuzensis Eisner, 1957",1,1042431,[610431],"Parnassius turatii ceuzensis Eisner, 1957",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,110392,[110392],"Ophrys fuciflora (F.W.Schmidt) Moench, 1802",1,110405,[110392],"Ophrys holosericea (Burm.f.) Greuter, 1967",1,,,8,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,161239,[161239],"Delphinium orientale J.Gay, 1840",1,94584,[161239],"Delphinium hispanicum Willk. ex Costa, 1873",1,,,2,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,59563,[59563],"Xanthoria resendei Poelt & Tav., 1968",1,1042848,[59563],"Martinjahnsia resendei (Poelt & Tav.) S.Y.Kondr., Fedorenko, S.Stenroos, Kärnefelt, Elix, Hur & A.Thell, 2012",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Ascomycètes,Lichens,660120,[660120],"Caloplaca flavocitrina (Nyl.) H.Olivier, 1909",1,977794,[660120],"Flavoplaca flavocitrina (Nyl.) Arup, Frödén & Søchting, 2013",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
