name	desc	entity_source_pk_field	url	meta_create_date	meta_update_date	meta_last_action
CEN_PACA_EXPORT	Source de données globale du CEN-PACA. Pas de distinction des jeux de données.	\N	\N	2020-02-13	\N	I
