regne,group1_inpn,group2_inpn,i_cd_ref,i_cd_nom_list,i_nom_valid,i_nb_cd_nom,f_cd_ref,f_cd_nom_list,f_nom_valid,f_nb_cd_nom,att_list,att_nb,media_nb,grappe_change,action,cas
Animalia,Chordés,Oiseaux,961306,"[3945, 961306]","Motacilla yarrellii Gould, 1837",2,3945,"[3945, 961306]","Motacilla alba yarrellii Gould, 1837",2,,,3,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Animalia,Mollusques,Gastéropodes,972076,"[162902, 972076]","Dilatata dilatata (Gould, 1841)",2,162902,"[162902, 972076]","Menetus dilatatus (A. Gould, 1841)",2,,,1,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Fungi,Basidiomycètes,Autres,974174,[974174],"Psathyrella conopilea (Fr.) A.Pearson & Dennis, 1948",1,974180,[974174],"Parasola conopilea (Fr.) Örstadius & E.Larss., 2008",1,,,,cas1,Update cd_ref no changes for attributes and medium,update cd_ref
Plantae,Trachéophytes,Angiospermes,105410,"[105410, 997406]","Legousia speculum-veneris (L.) Chaix, 1785",2,105410,[105410],"Legousia speculum-veneris (L.) Chaix, 1785",1,,,5,cas2,Keep attributes and medium,split
Plantae,Trachéophytes,Angiospermes,126650,"[126650, 141766]","Tilia platyphyllos Scop., 1771",2,126650,[126650],"Tilia platyphyllos Scop., 1771 [nom. et typ. cons.]",1,,,4,cas2,Keep attributes and medium,split
Plantae,Trachéophytes,Angiospermes,619691,"[102675, 136472, 619691]","Hieracium ligusticum Fr., 1848",3,619691,"[102675, 619691]","Hieracium ligusticum Fr., 1848",2,,,,cas2,Keep attributes and medium,split
Animalia,Arthropodes,Insectes,814855,"[239800, 814855]","Hylaeus pictus (Smith, 1853)",2,814855,[814855],"Hylaeus pictus (Smith, 1853)",1,,,,cas2,Keep attributes and medium,split
Plantae,Trachéophytes,Angiospermes,105410,"[105410, 997406]","Legousia speculum-veneris (L.) Chaix, 1785",2,997406,[997406],"Legousia speculum-veneris subsp. speculum-veneris (L.) Chaix, 1785",1,,,5,cas2,Loose attributes and medium now attach to 105410,split
Plantae,Trachéophytes,Angiospermes,126650,"[126650, 141766]","Tilia platyphyllos Scop., 1771",2,141766,[141766],"Tilia platyphyllos subsp. cordifolia C.K.Schneid., 1909",1,,,4,cas2,Loose attributes and medium now attach to 126650,split
Plantae,Trachéophytes,Angiospermes,619691,"[102675, 136472, 619691]","Hieracium ligusticum Fr., 1848",3,1017999,[136472],"Hieracium verdonianum (de Retz) Van Es & J.-M.Tison, 2021",1,,,,cas2,Loose attributes and medium now attach to 619691,split
Animalia,Arthropodes,Insectes,814855,"[239800, 814855]","Hylaeus pictus (Smith, 1853)",2,1012804,[239800],"Hylaeus purpurissatus (Vachal, 1895)",1,,,,cas2,Loose attributes and medium now attach to 814855,split
Animalia,Arthropodes,Arachnides,1898,[1898],"Alopecosa trabalis (Clerck, 1758)",1,1898,"[1898, 1900]","Alopecosa trabalis (Clerck, 1758)",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Arthropodes,Arachnides,1900,[1900],"Alopecosa accentuata (Latreille, 1817)",1,1898,"[1898, 1900]","Alopecosa trabalis (Clerck, 1758)",2,,,2,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,33781,[33781],"Entoloma rhodopolium f. nidorosum (Fr.) Noordel., 1989",1,33901,"[33781, 33901]","Entoloma rhodopolium (Fr.) P.Kumm., 1871",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,33901,[33901],"Entoloma rhodopolium (Fr.) P.Kumm., 1871",1,33901,"[33781, 33901]","Entoloma rhodopolium (Fr.) P.Kumm., 1871",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,35540,[35540],"Cortinarius rufoolivaceus (Pers.) Fr., 1838",1,1011004,"[35540, 521009]","Calonarius rufo-olivaceus (Pers.) Niskanen & Liimat., 2022",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Mollusques,Gastéropodes,64120,[64120],"Planorbarius corneus (Linnaeus, 1758)",1,64120,"[64120, 162900]","Planorbarius corneus (Linnaeus, 1758)",2,,,1,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Chordés,Reptiles,78039,[78039],"Malpolon monspessulanus (Hermann, 1804)",1,78039,"[78039, 78044]","Malpolon monspessulanus (Hermann, 1804)",2,,,5,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Chordés,Reptiles,78044,[78044],"Malpolon monspessulanus monspessulanus (Hermann, 1804)",1,78039,"[78039, 78044]","Malpolon monspessulanus (Hermann, 1804)",2,,,3,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,97508,[97508],"Euphorbia esula L., 1753",1,97508,"[97508, 134367]","Euphorbia esula L., 1753",2,,,3,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,106342,[106342],"Linum strictum L., 1753",1,106342,"[106342, 137382]","Linum strictum L., 1753",2,,,3,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,134367,[134367],"Euphorbia esula subsp. esula L., 1753",1,97508,"[97508, 134367]","Euphorbia esula L., 1753",2,,,3,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,137382,[137382],"Linum strictum subsp. strictum L., 1753",1,106342,"[106342, 137382]","Linum strictum L., 1753",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Animalia,Mollusques,Gastéropodes,162900,[162900],"Planorbarius corneus corneus (Linnaeus, 1758)",1,64120,"[64120, 162900]","Planorbarius corneus (Linnaeus, 1758)",2,,,1,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,462532,[462532],"Agaricus xanthoderma Genev., 1876",1,38130,"[462532, 469084]","Agaricus xanthodermus Genev., 1876",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,469084,[469084],"Agaricus xanthoderma var. griseus (A.Pearson) Bon & Cappelli, 1983",1,38130,"[462532, 469084]","Agaricus xanthodermus Genev., 1876",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Basidiomycètes,Autres,521009,[521009],Cortinarius rufoolivaceus var. lilacifolius ,1,1011004,"[35540, 521009]","Calonarius rufo-olivaceus (Pers.) Niskanen & Liimat., 2022",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,619637,[619637],"Pilosella x faurei Arv.-Touv., 1880",1,717397,"[619637, 717397]","Pilosella x hypoleuca Arv.-Touv., 1873",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,717397,[717397],"Pilosella x hypoleuca Arv.-Touv., 1873",1,717397,"[619637, 717397]","Pilosella x hypoleuca Arv.-Touv., 1873",2,,,,"cas3: 2 grappes, cas3: f_cd_ref",Merge attributes if exists,merge
Fungi,Ascomycètes,Lichens,57832,[57832],"Cladonia foliacea (Huds.) Willd., 1787",1,57832,"[57832, 57833, 660602]","Cladonia foliacea (Huds.) Willd., 1787",3,,,5,cas3: f_cd_ref,Merge attributes if exists,merge
Fungi,Ascomycètes,Autres,57833,[57833],"Cladonia foliacea subsp. foliacea (Huds.) Willd., 1787",1,57832,"[57832, 57833, 660602]","Cladonia foliacea (Huds.) Willd., 1787",3,,,1,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,97477,[97477],"Euphorbia chamaesyce L., 1753",1,97477,"[97477, 134355, 134356]","Euphorbia chamaesyce L., 1753",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,108770,[108770],"Monotropa hypopitys L., 1753",1,762076,"[108770, 137875, 137876]","Hypopitys monotropa Crantz, 1766",3,,,6,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,122419,[122419],"Sempervivum arachnoideum L., 1753",1,122419,"[122419, 151445, 613151]","Sempervivum arachnoideum L., 1753",3,,,12,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,134355,[134355],"Euphorbia chamaesyce subsp. chamaesyce L., 1753",1,97477,"[97477, 134355, 134356]","Euphorbia chamaesyce L., 1753",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,134356,[134356],"Euphorbia chamaesyce subsp. massiliensis (DC.) Thell., 1917",1,97477,"[97477, 134355, 134356]","Euphorbia chamaesyce L., 1753",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,137875,[137875],"Monotropa hypopitys subsp. hypophegea (Wallr.) Holmboe, 1922",1,762076,"[108770, 137875, 137876]","Hypopitys monotropa Crantz, 1766",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,137876,[137876],"Monotropa hypopitys subsp. hypopitys L., 1753",1,762076,"[108770, 137875, 137876]","Hypopitys monotropa Crantz, 1766",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,151445,[151445],"Sempervivum arachnoideum var. tomentosum (C.B.Lehm. & Schnittsp.) Cariot & St.-Lag., 1889",1,122419,"[122419, 151445, 613151]","Sempervivum arachnoideum L., 1753",3,,,,cas3: f_cd_ref,Merge attributes if exists,merge
Plantae,Trachéophytes,Angiospermes,613151,[613151],"Sempervivum arachnoideum var. arachnoideum L., 1753",1,122419,"[122419, 151445, 613151]","Sempervivum arachnoideum L., 1753",3,,,3,cas3: f_cd_ref,Merge attributes if exists,merge
Fungi,Ascomycètes,Autres,660602,[660602],"Cladonia foliacea subsp. endiviifolia (Dicks.) Boistel, 2010",1,57832,"[57832, 57833, 660602]","Cladonia foliacea (Huds.) Willd., 1787",3,,,4,cas3: f_cd_ref,Merge attributes if exists,merge
